商品名称,商品分类,商品品牌,cluster_kmeans,cluster_dbscan,cluster_hdbscan,tsne_x,tsne_y
阿迪达斯三叶草 男款居家运动连帽套头衫 Big Trfl Hoodie H09354,运动户外-运动服/休闲服装-运动卫衣/套头衫,adidas/阿迪达斯,0,-1,4,25.441181,2.6573129
阿迪达斯官方 男新款篮球运动板鞋 adidas MIDCITY MID IF6666,运动户外-运动鞋-篮球鞋,adidas/阿迪达斯,1,0,4,-69.12967,-11.702296
「寻光者」阿迪达斯官方 男女款网面运动鞋 SPIRITAIN 2.0 JH8024,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.21481,-10.76592
阿迪达斯三叶草男女款舒适经典运动鞋 adidas ZX 22 BOOST HQ8677,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-68.068634,-44.023003
阿迪达斯三叶草 男女「熔岩巧克力」「街球鞋」STREETBALL GX0779,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-71.97311,-14.142698
「T头鞋」阿迪达斯三叶草男女款经典运动鞋adidas GAZELLE IE3691,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-68.068634,-44.023003
阿迪达斯官方三叶草 男款印花运动上衣圆领短袖T恤 adidas HZ1155,运动户外-运动服/休闲服装-运动T恤,adidas/阿迪达斯,0,-1,-1,37.356125,8.249333
阿迪达斯官方三叶草男女款中高帮篮球鞋板鞋DROP STEP IF4323,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.71079,-11.109252
阿迪达斯三叶草男女经典运动鞋「奶包鞋」adidas NITEBALL FZ5742,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.45252,-10.156946
阿迪达斯三叶草男女经典运动鞋「奶包鞋」adidas NITEBALL H06508,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.32578,-11.766187
阿迪达斯官方三叶草 女款经典运动板鞋 adidas EXTABALL ID6073,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-98.93012,-3.1160026
「寻光者」阿迪达斯官方 男女款网面运动鞋 SPIRITAIN 2.0 JH8026,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.429955,-11.111878
阿迪达斯官方三叶草 男款舒适撞色运动短裤 adidas IL2470,运动户外-运动服/休闲服装-运动裤-运动中长裤／短裤,adidas/阿迪达斯,0,-1,4,27.88787,3.1940799
「泡泡鞋」阿迪达斯官方三叶草男女经典运动鞋HI-TAIL 2.0 JI4347,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-68.068634,-44.023003
阿迪达斯三叶草 舒适经典boost运动鞋adidas NMD_S1 W HQ4465,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-68.068634,-44.023003
「T头鞋」阿迪达斯官方三叶草男女运动板鞋GAZELLE INDOOR HQ9016,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-94.54559,2.4824257
阿迪达斯三叶草男女款经典休闲运动鞋 adidas ZX 22 BOOST GY6701,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,17.118147,0.16728814
「T头鞋」阿迪达斯三叶草男女款运动板鞋HANDBALL SPEZIAL IF8913,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-98.93012,-3.1160026
阿迪达斯官方三叶草 男款简约舒适运动裤 adidas IL2462,运动户外-运动服/休闲服装-运动裤-运动长裤,adidas/阿迪达斯,0,-1,4,25.286133,2.5892015
阿迪达斯三叶草 男女款休闲中帮篮球板鞋adidas DROP STEP IG8532,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-74.749596,-16.749874
adicolor FIREBIRD阿迪达斯三叶草 男春季复古穿搭运动外套IT2493,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.35445,18.934813
阿迪达斯三叶草亲子中帮休闲篮球鞋adidas DROP STEP XL W HQ6948,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,17.116903,0.16635665
阿迪达斯三叶草男女休闲篮球板鞋adidas FORUM 84 LOW AEC HP9543,运动户外-运动鞋-篮球鞋,adidas/阿迪达斯,1,-1,4,-74.833984,-16.659157
阿迪达斯 男女款团队款实战篮球运动鞋adidas FRONT COURT ID8590,运动户外-运动鞋-篮球鞋,adidas/阿迪达斯,1,-1,4,-74.93688,-17.496107
阿迪达斯三叶草 男款百搭休闲运动裤 adidas AU SWEATPANT HY7227,运动户外-运动服/休闲服装-运动裤-运动长裤,adidas/阿迪达斯,0,-1,4,25.28352,2.5741508
阿迪达斯三叶草 男女款运动购物包拎包 ADICOLOR SHOPPR H64170,运动户外-运动包/户外包/配件-挎包/拎包/休闲包,adidas/阿迪达斯,1,0,4,12.44306,-28.327908
阿迪达斯官方三叶草男女复古经典运动老爹鞋adidas OZELIA JH7365,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.86677,-11.757369
阿迪达斯三叶草男款休闲运动短袖T恤adidas ADV MTN F TEE IC2360,运动户外-运动服/休闲服装-运动T恤,adidas/阿迪达斯,0,-1,-1,37.356125,8.249333
阿迪达斯官方三叶草 男女轻盈百搭经典运动老爹鞋OZMILLEN IF3447,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.31198,-11.787149
阿迪达斯官方三叶草男女款经典boost运动鞋adidas RETROPY IE5062,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-68.068634,-44.023003
阿迪达斯官方三叶草 男女运动鞋复古老爹鞋adidas OZWEEGO H06147,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.70188,-10.991892
阿迪达斯三叶草 KNIT NEIGHBORHOOD联名男女NMD_S1 N运动鞋ID3205,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-65.18059,-18.879118
阿迪达斯官方三叶草男女新款经典运动板鞋adidas EXTABALL ID1131,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-91.04585,-2.1800914
阿迪达斯官方三叶草 男女款经典boost运动鞋 RETROPY E5 IF4324,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-67.309814,-44.173
阿迪达斯三叶草 男女款运动腰包 adidas ADICOLOR WAISTB HD7168,运动户外-运动包/户外包/配件-挎包/拎包/休闲包,adidas/阿迪达斯,1,0,4,12.37203,-28.508327
阿迪达斯三叶草 男女款运动板鞋「面包鞋」adidas COURTIC ID0560,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-69.96225,-14.526876
「T头鞋」阿迪达斯三叶草男女SAMBA OG复古运动板鞋adidas IG1025,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-91.04585,-2.1800914
寻光者」阿迪达斯男女薄荷曼波复古老爹鞋 SPIRITAIN 2000 GZ9582,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.12809,-11.693637
阿迪达斯三叶草男女款舒适百搭经典复古老爹鞋adidasOZELIAGY2502,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.302444,-10.371267
「T头鞋」阿迪达斯三叶草男女款经典休闲运动板鞋SAMBA OG B75806,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-91.04585,-2.1800914
「T头鞋」阿迪达斯官方三叶草男女运动板鞋GAZELLE INDOOR HQ9017,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-91.04585,-2.1800914
「寻光者」阿迪达斯官方 男女款网面运动鞋 SPIRITAIN 2.0 JH8027,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.68907,-10.989828
阿迪达斯三叶草男款休闲夹克外套 adidas WVN WINDBREAKER H09047,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.352566,18.933578
阿迪达斯官方男款夏季简约休闲纯棉上衣圆领短袖T恤adidas GK9637,运动户外-运动服/休闲服装-运动T恤,adidas/阿迪达斯,0,-1,-1,37.356125,8.249333
阿迪达斯三叶草 男女款网球风经典运动休闲鞋adidas COAST EE8900,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-104.617386,-0.89198697
阿迪达斯三叶草男女款休闲网面复古老爹鞋 adidas OZWEEGO FX6029,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.26487,-11.652597
阿迪达斯三叶草 男款经典休闲运动鞋 adidas TOP TEN RB FZ6023,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,17.11807,0.16726443
阿迪达斯三叶草 马思纯同款男女灯芯绒运动长袖衬衫adidas II5786,运动户外-运动服/休闲服装-运动T恤,adidas/阿迪达斯,0,-1,-1,37.356125,8.249333
「T头鞋」阿迪达斯官方三叶草男女运动板鞋GAZELLE INDOOR IG1596,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-98.93012,-3.1160026
阿迪达斯官方三叶草 探险系列男款宽松运动上衣圆领短袖T恤IC2332,运动户外-运动服/休闲服装-运动T恤,adidas/阿迪达斯,0,-1,-1,37.356125,8.249333
阿迪达斯官方三叶草男女宽松运动夹克外套-正面印中国二字 JG3778,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.349022,18.929295
「寻光者」阿迪达斯官方 男女款运动老爹鞋SPIRITAIN 2000 IH7311,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.33085,-10.798849
阿迪达斯三叶草 男款休闲运动袜 adidas SOLID CREW SOCK H62021,运动户外-运动包/户外包/配件-运动袜,adidas/阿迪达斯,1,0,4,-69.29582,-11.635063
阿迪达斯三叶草 男女「OZ流动体」运动连帽夹克外套LW JKT HM8045,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.349308,18.931461
阿迪达斯三叶草 男女款休闲跑步复古老爹鞋adidas OZWEEGO FZ1963,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.180534,-10.729028
「T头鞋」阿迪达斯三叶草 男女经典运动板鞋 adidas STADT JI1886,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-87.92838,3.9607608
阿迪达斯三叶草男款经典运动滑板鞋小白鞋adidas BUSENITZ HQ2030,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.018555,-10.616253
阿迪达斯三叶草 米奇联名男春季新款比心设计运动夹克外套 IY2264,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.34932,18.931448
阿迪达斯三叶草男款经典百搭运动鞋 adidas NY 90 STRIPES HQ4272,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.42514,-10.100399
阿迪达斯官方 轻运动男款休闲舒适短裤 adidas JC9097,运动户外-运动服/休闲服装-运动裤-运动中长裤／短裤,adidas/阿迪达斯,0,-1,4,27.890537,3.1900184
阿迪达斯官方三叶草 男女轻盈百搭经典运动老爹鞋OZMILLEN IE3517,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.725716,-11.090352
阿迪达斯三叶草 男女款运动仿羊羔绒夹克外套 adidas AU HY7234,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.34932,18.931448
「增嗨鞋」阿迪达斯三叶草 男复古鞋老爹鞋 adidas HAIWEE EG0542,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.399506,-11.084525
阿迪达斯三叶草男女款休闲篮球鞋「街球鞋」STREETBALL II GX0790,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-71.97311,-14.142698
阿迪达斯官方 男女运动连帽卫衣套头衫 adidas U LOGO SWT IV7584,运动户外-运动服/休闲服装-运动卫衣/套头衫,adidas/阿迪达斯,0,-1,4,25.49142,2.4850583
阿迪达斯三叶草 男款休闲篮球「奶包鞋」adidas NITEBALL GZ2800,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-74.749596,-16.749874
阿迪达斯官方三叶草男女复古经典运动老爹鞋adidas OZELIA IG1136,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.43364,-10.251078
阿迪达斯三叶草男女经典运动鞋「奶包鞋」adidas NITEBALL FZ5798,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.72546,-11.095474
阿迪达斯三叶草 男女款经典运动「奶包鞋2.0」NITEBALL II GZ3626,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-87.92838,3.9607608
阿迪达斯官方三叶草 男款立领运动夹克外套adidas UTILITY HK2752,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.34932,18.931448
「面包鞋」阿迪达斯三叶草 男女款运动滑板鞋 CAMPUS 00s IG5996,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-87.92838,3.9607608
阿迪达斯官方三叶草 男女款经典boost运动鞋 RETROPY E5 IF4325,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-68.02876,-43.291996
阿迪达斯三叶草 男女款运动袜 adidas MID CUT CRW SCK HC9554,运动户外-运动包/户外包/配件-运动袜,adidas/阿迪达斯,1,0,4,-67.334755,-10.949645
「面包鞋」阿迪达斯官方三叶草 男女运动鞋滑板鞋ADIMATIC ID1000,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.32811,-10.933886
阿迪达斯官方三叶草男女款休闲篮球鞋板鞋adidas FORUM 84 IG3770,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.98857,-10.656542
阿迪达斯官方三叶草 男女款经典运动鞋adidas RESPONSE CL ID4594,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-67.98505,-43.28473
阿迪达斯官方三叶草 男女款经典复古跑鞋 COUNTRY XLG ID1143,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-60.920166,-8.032924
阿迪达斯三叶草 男女款经典休闲篮球鞋 adidas FORUM MID GY6802,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,17.116936,0.16638273
阿迪达斯三叶草 男女款经典boost休闲跑步鞋adidas NMD_S1 FZ5706,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.604546,-11.10483
「寻光者」阿迪达斯官方 男女款复古老爹鞋SPIRITAIN 2000 IE1890,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.71366,-11.065166
阿迪达斯官方 男款复古风休闲中帮篮球板鞋 MIDCITY MID IE4465,运动户外-运动鞋-篮球鞋,adidas/阿迪达斯,1,-1,4,-74.749596,-16.749874
阿迪达斯三叶草 男女款休闲篮球鞋 adidas FORUM LUXE MID GX0519,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,17.116936,0.16638273
「T头鞋」阿迪达斯三叶草男女款格里克板鞋德训鞋SAMBA OG IF3918,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.363686,-10.958974
阿迪达斯官方 男款训练备赛竞速轻盈跑步运动潮鞋DURAMO 9 EG8662,运动户外-运动鞋-跑步鞋,adidas/阿迪达斯,1,-1,4,-76.73015,-21.916897
阿迪达斯官方三叶草男女款休闲篮球鞋板鞋adidas FORUM 84 IE3205,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.54962,-10.311741
「幻舞」阿迪达斯三叶草 男女款中高帮篮球板鞋 POST UP ID0845,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-74.749596,-16.749874
阿迪达斯官方三叶草 男女款经典运动复古老爹鞋OZWEEGO TR ID9825,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.34556,-10.987399
「CLIMACOOL清风鞋」阿迪达斯男女休闲舒适网面透气运动鞋GX5582,运动户外-运动鞋-跑步鞋,adidas/阿迪达斯,1,0,4,-67.65893,-10.377424
阿迪达斯三叶草NMD_S1 NEIGHBORHOOD联名男中帮boost运动鞋ID4854,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-63.609924,-16.157867
阿迪达斯官方 男款夏季速干轻薄商务休闲梭织运动裤adidas IP3975,运动户外-运动服/休闲服装-运动裤-运动长裤,adidas/阿迪达斯,0,-1,4,25.455606,2.6548762
阿迪达斯三叶草 男女薄款经典运动鞋 adidas RETROPY E5 H03075,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-67.69318,-43.307606
阿迪达斯三叶草 男女款休闲中帮篮球板鞋adidas DROP STEP IF2694,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-74.749596,-16.749874
adicolor FIREBIRD阿迪达斯三叶草 男春季复古穿搭运动外套IT2496,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.356236,18.938456
阿迪达斯三叶草 男女款经典百搭复古老爹鞋adidas OZWEEGO H03679,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-68.40949,-11.612517
阿迪达斯官方 轻运动男新款夏休闲凉感连帽夹克外套adidas JD5735,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.349308,18.931461
阿迪达斯官方三叶草 男女轻盈百搭经典运动老爹鞋OZMILLEN ID5704,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.493515,-10.191422
阿迪达斯三叶草男款工装运动连帽卫衣adidas ZIPPER HOODY HH9428,运动户外-运动服/休闲服装-运动卫衣/套头衫,adidas/阿迪达斯,0,-1,4,25.482431,2.6263943
阿迪达斯官方 男款夏季速干轻薄商务休闲梭织运动裤adidas IP3977,运动户外-运动服/休闲服装-运动裤-运动长裤,adidas/阿迪达斯,0,-1,4,25.449583,2.6556253
阿迪达斯三叶草男款工装运动连帽卫衣adidas ZIPPER HOODY HH9435,运动户外-运动服/休闲服装-运动卫衣/套头衫,adidas/阿迪达斯,0,-1,4,25.449583,2.6556253
阿迪达斯官网 男女跑步运动休闲鞋adidas CC revolution U IF1019,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-91.04585,-2.1800914
「T头鞋」阿迪达斯官方三叶草男女经典板鞋adidas GAZELLE IG6200,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-67.69318,-43.307606
阿迪达斯官方三叶草 女经典板鞋adidas DROP STEP LOW 2.0 IG4338,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-67.69318,-43.307606
阿迪达斯三叶草 男女款运动板鞋「面包鞋」adidas COURTIC ID4078,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-69.96225,-14.526876
阿迪达斯三叶草 米奇联名男春季新款比心设计运动夹克外套 IY2263,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.3529,18.93571
阿迪达斯三叶草 女款潮流经典运动鞋 adidas DROP STEP W EF7150,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-68.027756,-43.29182
阿迪达斯官网 男女跑步运动休闲鞋adidas CC revolution U IF1018,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-91.04585,-2.1800914
阿迪达斯官方 2024 Chapter 02情侣款oversize篮球短袖T恤 IX1970,运动户外-运动服/休闲服装-运动T恤,adidas/阿迪达斯,0,-1,-1,37.356125,8.249333
阿迪达斯三叶草男女款经典运动「奶包鞋」adidas NITEBALL FV4842,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-91.04585,-2.1800914
阿迪达斯官方 男款600蓬连帽保暖鸭绒羽绒服 adidas IT8729,运动户外-运动服/休闲服装-运动羽绒服,adidas/阿迪达斯,0,-1,4,31.970999,5.311279
阿迪达斯官方 男款速干运动休闲短裤adidas M LIN CHELSEA GK9607,运动户外-运动服/休闲服装-运动裤-运动中长裤／短裤,adidas/阿迪达斯,0,-1,4,27.886919,3.1941335
阿迪达斯三叶草 男女款经典百搭运动鞋 adidas COURTIC ID0567,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.392624,-9.952475
阿迪达斯三叶草男女款经典运动鞋复古老爹鞋adidas OZELIA H03544,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.37661,-9.909426
阿迪达斯官方三叶草男女新款经典运动板鞋adidas EXTABALL ID1132,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-91.04585,-2.1800914
「冰淇淋T头鞋」阿迪达斯官方 男女款VS JOG 2.0复古运动鞋JP5759,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-60.920166,-8.032924
阿迪达斯三叶草 男女款网面复古休闲老爹鞋adidas OZWEEGO EE6464,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-67.38205,-9.908577
adicolor FIREBIRD阿迪达斯三叶草 男春季复古穿搭运动外套IT2495,运动户外-运动服/休闲服装-运动茄克/外套,adidas/阿迪达斯,2,-1,-1,46.356236,18.938456
阿迪达斯官方三叶草 男女舒适休闲拖鞋adidas ADILETTE 22 HQ4672,运动户外-运动鞋-运动拖鞋,adidas/阿迪达斯,0,-1,4,18.507738,2.4615924
「增嗨鞋」阿迪达斯三叶草男女款复古老爹鞋adidas HAIWEE ID0550,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-65.81065,-12.022655
阿迪达斯官方三叶草男女经典运动板鞋adidas DROP STEP SE ID1001,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,-1,4,-87.92838,3.9607608
阿迪达斯三叶草 男女休闲复古老爹鞋adidas OZWEEGO CELOX GX1809,运动户外-运动鞋-板鞋/休闲鞋,adidas/阿迪达斯,1,0,4,-69.20053,-9.058932
